id,name,phone,email,city,joined,amount,notes
1291,Tasih Sundra,081328035942,tasih.sundra@example.net,Mataram,2026-07-21,51476,
1292,Dedi Ridi,0818 3335 5635,dedi.ridi@post.example.net,Mataram,2025-12-16,"153.986,95",
1293,Jugus Anyan,081882891536,jugus.anyan@example.net,Medan,2025-01-14,61343.11,
1294,Jutri Busih,081859161596,jutri.busih@example.org,Surabaya,2023-02-19,47557.24,
1295,Derah Winto,0821-9570-8786,"derah.winto@example.com ",Medan,2026-04-12,99817.11,
1296,Puyan Faman,089521404887,puyan.faman@example.net,Mataram,2024-03-27,38103.42,no answer on the number given
1297,Puman Pulia,081769651633,puman.pulia@mail.example.com,Mataram,2024-05-20,65149.20,
1298,Cinur Natri,081751949623,cinur.natri@example.org,Padang,2025-06-18,184487.92,
1299,Hasih Mugus,082111658021,hasih.mugus@mail.example.com,Surabaya,2023-12-17,172873.97,
1300,Wiyan  Fanto,0817 7966 6520,wiyan.fanto@post.example.net,Mataram,02.03.2023,159297.26,
1301,Farah Pumad,082102059644,,Denpasar,2026-06-13,147303,
1302,Gidi Zuwati,082195975909,gidi.zuwati@post.example.net,Mataram,2026-08-12,248.62,
1303,Juman Hawan,089522103108,juman.hawan@example.net,Medan,2025-01-10,145638.51,
1304,Fadi Risih,081152015911,fadi.risih@post.example.net,Bandung,2024-09-21,235044.52,
1305,Puman Cirah,081857553340,puman.cirah@example.org,Makassar,2026-04-02,101875.30,"moved cities, update on renewal"
1306,Nanto Kanto,081775931946,nanto.kanto@example.org,Semarang,2026-03-15,31229.87,
1307,Fanur Dento,081398082354,fanur.dento@mail.example.com,Mataram,2023-11-26,117159.75,
1308," Annto Cindra",0818 0293 2004,"annto.cindra@example.org ",Surabaya,2026-02-27,42151.41,
1309,Munur Inlia,081249281941,munur.inlia@example.com,Mataram,2026-08-27,202877.76,
1310,Murah Murah,081782978171,murah.murah@post.example.net,Mataram,2025-03-10,150651.60,"moved cities, update on renewal"
1311,Dento Detri,+6289571263629,dento.detri@example.net,Makassar,23.01.2025,43142.89,
1312,Kamad Lowan,081399918792,kamad.lowan@example.net,Makassar,2023-12-19,110509.76,
1313,Tasih Muman,089586645344,tasih.muman@example.net,Mataram,2023-08-28,226465.03,
1314,Nawati Jutri,081252844345,nawati.jutri@post.example.net,Bandung,2024-08-26,195066.65,
1315,Jusih Tanto,081110104902,jusih.tanto@mail.example.com,Mataram,2026-07-08,240045.19,
1316,Zunur Lotri,081256090951,zunur.lotri@example.com,Mataram,2024-09-21,191391.27,no answer on the number given
1317,Butri Pugus,085151880891,butri.pugus@example.com,Padang,2025-12-04,99783.56,
1318,"Susih Kagus ",082135006315,susih.kagus@example.com,Mataram,21.07.2025,100793.70,
1319,Gitri Zudi,085129303769,gitri.zudi@example.com,Medan,2026-02-12,82098.22,
1320,Mugus Susih,0811-1830-6249,mugus.susih@example.net,Bandung,2026-01-25,156768.04,
1321,Yamad Susih,081802400513,yamad.susih@mail.example.com,Mataram,2026-07-11,34738.12,
1322,Buman Wirah,082143095003,buman.wirah@example.net,Denpasar,2026-05-21,163544.57,
1323,Lonto Denur,081742271741,lonto.denur@example.org,Surabaya,2024-05-12,123575.19,
1324,Hawan Yadi,081168014809,hawan.yadi@example.org,Mataram,2025-11-15,131182.16,
1325,Inrah Muman,089515724044,inrah.muman@example.com,Padang,2023-03-23,77024.04,
1326,Muwati Jusih,089533335237,muwati.jusih@example.net,Surabaya,2023-05-27,39172.80,
1327,Winto Hasih,085137524333,winto.hasih@post.example.net,Mataram,2025-11-02,228139.73,
1328,Rinto Sumad,081829789200,rinto.sumad@example.net,Mataram,2025-11-28,133365.19,
1329,Surah Zuwati,081796056775,surah.zuwati@mail.example.com,Denpasar,2026-08-27,203003.74,
1330,Ginto Kalia,081351675757,ginto.kalia@example.net,Mataram,2023-12-09,201887.05,
1331,Sulia Talia,085177436922,sulia.talia@post.example.net,Padang,2025-10-01,204338.40,
1332,Namad  Cinto,081175402494,namad.cinto@post.example.net,Surabaya,28.06.2025,202688.60,
1333,Purah Fasih,085100113070,purah.fasih@post.example.net,Mataram,2024-07-27,25580.89,
1334,Mulia Jugus,085105695692,mulia.jugus@example.org,Mataram,2025-10-27,"48.544,04",
1335,Nayan Girah,081164383789,nayan.girah@example.com,Padang,2024-07-14,219645.03,
1336,Zusih Bundra,081893477674,zusih.bundra@example.net,Bandung,2023-11-24,116338.26,
1337,Anwati Tawati,081373569349,anwati.tawati@mail.example.com,Surabaya,2025-08-03,143765.41,
1338,Mumad Fawati,081383953286,mumad.fawati@mail.example.com,Bandung,2025-06-24,147074.59,
1339,Handra Harah,081762981179,handra.harah@example.net,Mataram,2024-09-05,171582.95,
1340,Detri Anwan,081297386139,detri.anwan@example.com,Semarang,2024-07-20,45519.56,
1341,Bulia Cinto,082137069578,bulia.cinto@mail.example.com,Mataram,2026-05-02,54743.84,
1342,Bunto Suman,0851-6317-5281,bunto.suman@example.com,Surabaya,2026-07-13,158105.50,
1343,"Detri Nawati ",081871220676,detri.nawati@example.net,Medan,2024-09-22,11541,
1344,Riwan Lomad,081369549539,riwan.lomad@example.net,Semarang,2026-03-11,246530.81,
1345,Zunto Deyan,089522462866,zunto.deyan@example.com,Surabaya,2026-05-26,213458.61,
1346,"Murah Nasih ",081207188198,murah.nasih@example.org,Makassar,2026-08-28,148349.94,
1347,Jutri Inndra,081104827852,jutri.inndra@mail.example.com,Medan,2023-10-15,169556.63,
1348,Hayan Butri,085138927848,hayan.butri@example.com,Medan,2025-08-09,216420.85,
1349,Desih Nadi,081352375897,desih.nadi@example.org,Makassar,2024-07-13,216445.35,
1350,Natri Fayan,081223947533,natri.fayan@mail.example.com,Bandung,2025-10-07,1287.70,
1351,Wimad Fadi,081782936111,wimad.fadi@example.org,Surabaya,2026-01-21,52092.11,
1352,Surah Deman,081358239035,surah.deman@example.com,Denpasar,2023-04-24,29378.12,
1353,Jurah Kawati,085165900904,jurah.kawati@mail.example.com,Mataram,2023-08-04,184836.32,
1354,Nagus Gimad,081348660112,nagus.gimad@mail.example.com,Mataram,2025-04-02,65522.98,
1355,Kalia Yawan,081196404765,kalia.yawan@example.net,Mataram,2023-09-24,232766.26,
1356,Nasih Hamad,081775184821,nasih.hamad@post.example.net,Surabaya,2023-03-03,31358.33,
1357,Winto Deyan,081248742196,winto.deyan@example.com,Surabaya,2024-04-10,6173.64,
1358,Cinto Gisih,081233925537,cinto.gisih@post.example.net,Denpasar,2023-03-16,126900.10,
1359,Intri Yamad,082183846601,intri.yamad@example.org,Mataram,2023-01-15,43165.97,"prefers WhatsApp, not email"
1360,Anmad Bunto,081805911080,anmad.bunto@example.net,Denpasar,2025-01-18,241451.37,
1361,Yagus Judi,081210141273,yagus.judi@mail.example.com,Mataram,2023-11-12,77183.87,
1362,Jusih Jutri,081192927251,jusih.jutri@example.org,Mataram,2025-05-06,249057.56,"wants invoice marked ""urgent"""
1363,Budi Fadi,089564056251,budi.fadi@post.example.net,Mataram,2025-05-18,77917.79,
1364,Winto Rirah,081854102988,winto.rirah@example.org,Mataram,2023-06-19,188825.87,
1365,Suwan Cimad,081228517675,suwan.cimad@example.org,Mataram,2024-11-11,207942.19,
1366,Zutri Tawati,0821 8987 3624,zutri.tawati@example.com,Mataram,2023-01-05,170801.27,
1367,Haman Lodi,089554284436,haman.lodi@example.com,Bandung,2023-07-14,91602.96,
1368,Yarah Winto,081329370053,yarah.winto@example.com,Medan,2023-08-18,99887.16,"moved cities, update on renewal"
1369,Kawati Nalia,081843174421,kawati.nalia@mail.example.com,Mataram,2023-12-20,123844.59,
1370,Puyan Pulia,085155867466,puyan.pulia@post.example.net,Mataram,2025-12-01,73322.03,
1371,Demad Windra,089585798608,demad.windra@example.com,Medan,2023-04-07,90007.60,
1372,Winto Anman,081242342603,winto.anman@example.org,Mataram,2023-08-18,198891.36,
1373,Deman Ginur,082130565062,deman.ginur@mail.example.com,Mataram,2025-02-28,231483.05,
1374,Yarah Hawan,081788031537,yarah.hawan@example.org,Bandung,2024-11-26,70441.60,
1375,Munto Ciwan,081867195148,munto.ciwan@example.org,Surabaya,2025-10-18,213765.44,
1376,Ridi Wimad,085157941128,ridi.wimad@mail.example.com,Surabaya,2026-03-09,75950,
1377,Ginto Famad,0821 7727 4825,ginto.famad@mail.example.com,Mataram,2024-05-12,52078.09,
1378,"Nasih Nanur ",0817-8057-7351,"nasih.nanur@post.example.net ",Surabaya,2025-02-12,135565.51,
1379,Rinto Gimad,085197477771,"rinto.gimad@post.example.net ",Semarang,06.04.2026,"73.802,22",
1380,Bunto Tandra,081750009188,bunto.tandra@example.net,Makassar,2026-01-03,246709.68,
1381,Dento Yatri,081346697361,dento.yatri@example.net,Mataram,2026-02-04,120106.30,
1382,Tayan Citri,081800430384,tayan.citri@mail.example.com,Mataram,19.01.2024,50188.87,
1383,Sugus Puman,081809215291,,Mataram,24/10/2025,138268.74,
1384,Yaman Anmad,081248728164,yaman.anmad@example.org,Mataram,2025-05-11,159557.07,
1385,Tanto Ginur,081372934914,tanto.ginur@post.example.net,Mataram,2025-12-07,222075.95,
1386,Puwati Mundra,081854708666,,Mataram,2024-06-20,35641.93,
1387,Giwan Lorah,089561820087,giwan.lorah@mail.example.com,Medan,2023-07-08,66084.94,
1388,Indi Cimad,085185590588,indi.cimad@mail.example.com,Mataram,2025-04-28,13568,
1389," Delia Kanto",081388295044,delia.kanto@post.example.net,Mataram,2024-12-03,203481.40,
1390,Inwan Cindra,089500032579,inwan.cindra@example.org,Mataram,2025-04-25,89729.32,
1391,Cidi Faman,081733087656,cidi.faman@example.com,Surabaya,2025-08-18,227738.49,"VIP, do not discount"
1392,Tayan Puyan,081750841186,tayan.puyan@post.example.net,Semarang,2024-10-19,1305.49,
1393,Antri Anrah,085122440974,antri.anrah@example.com,Mataram,25.07.2024,85578.18,
1394,Degus Hatri,0811-1162-4822,,Medan,2025-06-21,184706.85,
1395,Kawan Juwati,089520877999,kawan.juwati@example.net,Medan,2023-02-03,213233.40,
1396,Innto Nalia,081843810135,innto.nalia@example.org,Makassar,2026-01-28,202511.38,
1397," Jutri Tanur",081122507432,jutri.tanur@POST.EXAMPLE.NET,Mataram,2026-08-21,126701,
1398,Cinto Nadi,081742838932,cinto.nadi@example.com,Mataram,2026-08-07,222465.70,
1399,Rilia Buwan,085131046620,rilia.buwan@mail.example.com,Mataram,28.05.2026,144187.37,
1400,Lonur Ciwan,0813-7163-1693,lonur.ciwan@example.org,Bandung,2025-12-12,115818.08,no answer on the number given
1401,Insih Inmad,081360701623,insih.inmad@example.com,Surabaya,2026-01-26,88390,
1402,Citri Cimad,089591825321,citri.cimad@post.example.net,Mataram,2023-06-16,92893.88,
1403,Sugus Yadi,081711856375,sugus.yadi@example.net,Denpasar,2025-02-03,"42.324,25",
1404,Sugus Yagus,082165518382,sugus.yagus@post.example.net,Medan,2023-04-22,45752.69,
1405,Lonur Muwan,081841120307,lonur.muwan@post.example.net,Mataram,2023-07-10,129750,
1406,Citri Inwan,081848070560,citri.inwan@example.com,Makassar,2025-01-12,153382.23,
1407,Surah Dewan,081206580069,surah.dewan@post.example.net,Denpasar,2026-08-11,62492.00,
1408,Loman Wiwan,+6289593817423,loman.wiwan@EXAMPLE.NET,Mataram,23.03.2023,"64.314,48",
1409,Hadi Bugus,081807071005,hadi.bugus@example.net,Mataram,2025-11-03,14364.44,
1410,Nawati Hasih,081272810666,nawati.hasih@example.org,Bandung,2023-12-18,189128.35,
1411,Cigus Giwati,081376050041,cigus.giwati@example.com,Surabaya,2024-11-12,173006.12,
1412,Suman Bunto,085147872398,suman.bunto@example.net,Mataram,28/10/2024,"147.311,03",
1413,Insih Gitri,081861592569,insih.gitri@post.example.net,Denpasar,2023-12-09,160629.51,
1414,Zugus Namad,089552080929,zugus.namad@example.org,Mataram,2024-10-06,141749.49,
1415,Intri Julia,081386236396,intri.julia@example.com,Makassar,2024-12-22,29438.32,
1416,Indi Kamad,089511744988,indi.kamad@post.example.net,Mataram,2025-05-14,143434.33,
1417,Lowati Kaman,085193302783,lowati.kaman@post.example.net,Mataram,2025-08-25,197582.85,
1418,Riyan Risih,081766363662,riyan.risih@example.net,Semarang,2024-12-19,247670.52,
1419,Rigus Yadi,081157263577,rigus.yadi@example.org,Bandung,2023-04-17,203066.59,
1420,Punto Ridi,089529670283,punto.ridi@example.org,Mataram,2026-07-20,93445.79,
1421,Yatri Zurah,081313845985,yatri.zurah@post.example.net,Makassar,2026-07-07,94558.84,
1422,Suwati Logus,081248913985,suwati.logus@mail.example.com,Semarang,2023-12-17,129467.98,
1423,Loman Nanur,0821 8956 9669,loman.nanur@example.com,Mataram,2023-05-01,227514.15,
1424,Ginto Bundra,085104098583,ginto.bundra@post.example.net,Padang,2025-12-17,52995.43,
1425,Zudi Nalia,089528541321,zudi.nalia@mail.example.com,Mataram,14.09.2024,37869.19,
1426,Anman Cirah,081370998346,anman.cirah@example.net,Mataram,16/05/2025,"174.583,12","paid by transfer, receipt pending"
1427,Dewan Fanto,081385851510,dewan.fanto@post.example.net,Mataram,2024-08-16,72115.16,
1428,"Zundra Juwan ",+6281701315825,zundra.juwan@MAIL.EXAMPLE.COM,Mataram,18/05/2024,"75.546,73",
1429,Rindra Kamad,081271726988,rindra.kamad@mail.example.com,Mataram,2026-05-21,61000.36,
1430,Butri Talia,0811 5276 2882,butri.talia@example.com,Medan,2025-08-20,89495.49,
1431,Lonto Zurah,089596966708,lonto.zurah@mail.example.com,Surabaya,2023-07-05,55250.57,
1432,Inlia Zuman,082134786665,inlia.zuman@post.example.net,Bandung,2024-10-06,135374.83,
1433,Derah Ansih,081895643657,derah.ansih@mail.example.com,Mataram,2026-06-21,8736.37,
1434,Ciwan Yalia,081253781936,ciwan.yalia@post.example.net,Mataram,2023-02-10,224730.73,
1435,"Hawan Hawan ",0818-2283-9621,hawan.hawan@mail.example.com,Denpasar,28.10.2023,189600.03,
1436,Anlia Windra,081896369225,anlia.windra@example.net,Mataram,2024-10-15,13096.37,
1437,Winto Fanto,081875186561,winto.fanto@mail.example.com,Mataram,2025-07-16,135561.34,
1438,Inman Karah,081798434054,inman.karah@example.com,Mataram,2026-07-25,78303.07,
1439,Mutri Tanto,081286667264,mutri.tanto@example.com,Mataram,2025-01-20,17204.83,
1440,Dewati Nanur,0811 5937 6066,dewati.nanur@example.org,Makassar,13.09.2023,4424,
1441,Risih Jutri,081896157894,risih.jutri@example.org,Mataram,2025-02-18,77068.71,
1442,Wiwan Ginur,089595396096,wiwan.ginur@mail.example.com,Mataram,2023-01-03,208977.96,address unclear
1443,Sudi Hatri,089520822985,sudi.hatri@mail.example.com,Mataram,2024-07-17,147005.70,
1444,Inman Fanur,081827542357,inman.fanur@example.net,Mataram,2024-10-22,239811.50,
1445,Inndra Kagus,082114903678,inndra.kagus@example.com,Medan,2026-04-27,2581.95,
1446,Kayan Katri,085126575334,kayan.katri@post.example.net,Mataram,2025-08-20,83970.58,
1447,Hanto Buyan,081372982128,hanto.buyan@example.net,Denpasar,2025-12-08,117769.63,
1448,Cindra Puwan,089506970827,cindra.puwan@example.net,Bandung,2025-12-09,67998.48,
1449,Demad Yatri,085103545432,demad.yatri@example.net,Mataram,2024-01-05,129891,
1450,Inlia Wiman,0812 3119 0659,inlia.wiman@example.net,Mataram,12/02/2026,247383.71,
1451,Gigus Kandra,081732300511,gigus.kandra@post.example.net,Mataram,2025-08-17,151679.03,
1452,Tagus Gindra,081749638171,tagus.gindra@mail.example.com,Bandung,2026-06-02,219859.29,
1453,Cidi Pulia,081255943419,cidi.pulia@example.net,Mataram,2025-07-23,113759.03,
1454,Juman Hawan,081370762848,juman.hawan@example.net,Makassar,2023-04-17,159972.63,
1455,Girah Dedi,081341255478,girah.dedi@example.com,Surabaya,2023-06-16,202966,
1456,Riwan  Dendra,082162417835,riwan.dendra@post.example.net,Mataram,10.12.2025,186047.48,
1457,Tanto Anyan,082129732789,tanto.anyan@example.com,Mataram,2025-12-08,46756.13,"moved cities, update on renewal"
1458,Rinto Kalia,085174402060,rinto.kalia@example.org,Mataram,2025-04-21,36987.12,
1459,Mutri Julia,082154896464,mutri.julia@post.example.net,Makassar,2024-07-06,179306.83,
1460,Natri Sunur,081268856754,natri.sunur@example.net,Mataram,2024-08-16,37755.28,
1461,Taman Suman,082148050730,,Bandung,2026-02-07,170164.41,"moved cities, update on renewal"
1462,Fadi Pugus,081840115864,fadi.pugus@example.com,Denpasar,2023-09-17,201024.68,
1463,Nadi Susih,081132531773,nadi.susih@example.org,Mataram,2024-06-19,44783.53,
1464,Dento Cidi,081793222106,dento.cidi@example.org,Medan,2024-03-27,230718.46,
1465,Yalia Hawati,085190732393,yalia.hawati@example.net,Mataram,2023-01-03,194342.55,
1466,Annto Ridi,089518295107,annto.ridi@example.org,Mataram,2026-04-18,206641.42,
1467,Tawan Tawan,085101364806,tawan.tawan@example.net,Mataram,2026-08-21,69845.44,
1468,Zuman Kawan,081248638074,zuman.kawan@example.org,Mataram,2025-06-01,232246.24,
1469,Naman Logus,081251181524,naman.logus@example.net,Bandung,2023-09-14,201271.10,
1470,Halia Nalia,081772256171,halia.nalia@post.example.net,Mataram,2025-05-26,195864.84,
1471,Harah Delia,085163292618,harah.delia@example.net,Padang,2023-11-06,42445.35,
1472,Dedi Handra,082145213295,dedi.handra@MAIL.EXAMPLE.COM,Mataram,2025-03-23,21016.64,
1473,Yanto Bugus,085183858352,yanto.bugus@example.com,Bandung,2025-06-04,81183.04,
1474,Bugus Katri,081222251996,bugus.katri@mail.example.com,Makassar,2024-12-05,223495.50,
1475,Mumad Harah,082185141424,mumad.harah@post.example.net,Mataram,21/08/2026,175733,
1476,Wirah Pugus,089539360461,wirah.pugus@example.com,Medan,2025-05-08,163288.07,
1477,Pudi Harah,089523893893,pudi.harah@example.net,Mataram,2023-06-04,22106.13,
1478," Nadi Puwan",081399165598,nadi.puwan@mail.example.com,Mataram,2023-07-26,246242.00,
1479,Yadi Fagus,0895 0151 9183,yadi.fagus@example.org,Bandung,2023-02-03,100416.32,
1480,Yanto Bulia,081260475850,,Medan,2024-06-24,"32.069,39",
1481,Sudi Talia,081765994569,sudi.talia@mail.example.com,Mataram,2023-10-23,200688.04,
1482,Nawan Kanto,0813 9694 8774,nawan.kanto@example.net,Bandung,20.05.2026,114341.63,
1483,Zunto Sunur,081119516573,zunto.sunur@example.com,Bandung,19.04.2026,91261.59,
1484,Kandra Zunto,081151652032,kandra.zunto@example.net,Mataram,2026-07-21,249137.21,
1485,Sumad Kandra,082183215268,sumad.kandra@example.net,Mataram,2026-06-28,230044.43,
1486,Anrah Punto,0895 9021 7224,,Mataram,03.02.2026,97016.13,
1487,Tanto Musih,081164577750,tanto.musih@post.example.net,Mataram,2026-07-23,212077.81,
1488,Wiman Girah,082100567161,wiman.girah@example.net,Makassar,2025-06-10,206374.93,
1489,Wiwati Juyan,081217608768,wiwati.juyan@post.example.net,Mataram,2025-04-09,28644.90,
1490,Jundra Budi,089546752146,jundra.budi@example.org,Mataram,2023-03-06,119841.30,
1491,Inrah Demad,+6281769775202,inrah.demad@example.net,Mataram,26.08.2023,56889.44,
1492,Angus Zunur,089574427604,angus.zunur@example.org,Makassar,2025-02-12,527.06,
1493,Zutri Musih,081846039900,zutri.musih@example.org,Mataram,2026-08-16,217027.43,
1494,Zuman Anwati,081196741607,zuman.anwati@mail.example.com,Surabaya,2024-08-04,130642.84,
1495,Delia Munto,081247004352,delia.munto@mail.example.com,Medan,2026-04-16,39692.92,
1496,Windra Desih,081279988621,windra.desih@example.net,Mataram,2023-04-07,53411.22,
1497,Fawan Lowan,081795457355,fawan.lowan@EXAMPLE.COM,Mataram,2026-08-03,75708,
1498,Junto Wiman,085121644112,junto.wiman@example.net,Mataram,17.03.2026,71561.21,
1499,Fayan Rinto,085198538043,fayan.rinto@example.org,Mataram,2025-07-17,186899.90,
1500,Wigus Gitri,085116368123,wigus.gitri@mail.example.com,Mataram,2024-09-25,188360.08,
1501,Anndra Nanto,089577425686,anndra.nanto@example.net,Mataram,2026-07-05,147185.35,
1502,Mudi Hagus,089590630434,mudi.hagus@example.com,Mataram,2025-09-21,249138.24,
1503,Natri Falia,081127752270,natri.falia@example.org,Mataram,2025-09-10,144957.27,
1504,Rinto Intri,085116239153,rinto.intri@post.example.net,Semarang,2023-08-05,43141.09,
1505,Tanto Burah,085144410145,tanto.burah@example.org,Mataram,2026-06-03,158544.22,"duplicate of earlier signup, verify"
1506,Purah Loman,081810750767,"purah.loman@mail.example.com ",Semarang,21.04.2026,193637.40,
1507,Tayan Risih,081784686308,tayan.risih@post.example.net,Surabaya,2025-01-10,58708.93,
1508,Hawan Junto,081727912172,"hawan.junto@post.example.net ",Mataram,2024-01-10,97921.33,
1509,Detri Kanto,081285738683,detri.kanto@example.net,Mataram,2023-06-19,106372.41,"moved cities, update on renewal"
1510,Deyan Tawati,089510805244,deyan.tawati@example.net,Medan,2023-08-13,35909.59,
1511,Nawati Munto,081178062750,nawati.munto@mail.example.com,Mataram,2024-04-05,237511.00,
1512,Anwati Fatri,082119534276,anwati.fatri@mail.example.com,Mataram,2026-06-23,165383.34,
1513,Sumad Rigus,+6289515533651,sumad.rigus@example.org,Mataram,21.08.2024,229722.22,
1514,Riyan Yawan,082102097304,riyan.yawan@example.org,Medan,2026-08-04,201156.83,"VIP, do not discount"
